datetime,co2_corrected,temp,Sensor ID,Node ID,Location,Latitude,Longitude,Installation Date
2023-05-15 03:00:00,448.0,13.227400833333334,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 04:00:00,454.0,12.398542333333333,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 05:00:00,452.0,11.491624333333334,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 06:00:00,446.0,12.988976666666666,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 07:00:00,442.0,16.17188416666667,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 08:00:00,440.0,25.675119,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 09:00:00,434.0,27.228183,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 03:00:00,482.0,10.15521,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 04:00:00,483.0,9.404404833333333,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 05:00:00,482.0,9.625525999999999,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 06:00:00,482.0,11.276521666666666,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 07:00:00,480.0,17.4347695,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 08:00:00,473.0,23.15172466666667,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 09:00:00,466.0,27.16644033333333,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 03:00:00,460.0,9.337117,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 04:00:00,462.0,9.008687166666666,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 05:00:00,467.0,8.500861333333333,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 06:00:00,463.0,12.386876833333336,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 07:00:00,451.0,16.575192333333334,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 08:00:00,443.0,24.785158166666665,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 09:00:00,439.0,28.96501933333333,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 03:00:00,454.0,9.9478895,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 04:00:00,458.0,9.465690166666667,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 05:00:00,459.0,8.982670666666667,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 06:00:00,457.0,10.4131015,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 07:00:00,453.0,16.290912,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 08:00:00,449.0,25.15228166666667,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 09:00:00,447.0,27.65435666666667,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 03:00:00,460.0,12.880356833333336,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 04:00:00,463.0,12.141202833333333,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 05:00:00,467.0,11.207344666666666,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 06:00:00,465.0,13.178312666666667,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 07:00:00,459.0,21.014892166666666,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 08:00:00,452.0,25.6312845,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 09:00:00,448.0,28.80329383333333,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 03:00:00,461.0,11.832386666666665,Bs62202,267,Rochambeau Library,41.84621,-71.39663,8/25/2022
